Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Gm72316			
Gm42984			
Gm70156			
Gm72317			
Gm72318			
Gm70175			
Gm53555			
Gm72319			
Gm70699			
2210008F06Rik			
Gm70495			
Gm70357			
4932435O22Rik			
Gm57188			
Gm71065			
Hsfy2	HSFY2	ortholog_one2many	0
Hsfy2	HSFY1	ortholog_one2many	0
Satb2	SATB2	ortholog_one2one	1
Gm34475			
Pkn3	PKN3	ortholog_one2one	1
Gm72322			
Gm72554			
Gm72555			
Gm57369			
Gm72557			
Gm20511			
Gm15545			
1700010H22Rik			
0610009L18Rik			
Gm17102			
Gm72565			
Gm72567			
1700071G01Rik			
Gm72571			
Gm42122			
Gm31399			
Gm72573			
9130024F11Rik			
2900076A07Rik			
4930505K14Rik			
Gm57381			
Gm46293			
Gm72337			
Gm72579			
Gm32064			
Gm72580			
Gm72583			
Gm72585			
Gm4081			
Gm72587			
Gm55536			
Gm72341			
Spats2l	SPATS2L	ortholog_one2one	1
Gm72342			
Zdhhc12	ZDHHC12	ortholog_one2one	1
Gm57359			
Gm72591			
Gm72592			
4933425D22Rik			
Gm11696			
Gm72594			
Gm72596			
Gm72597			
Gm72600			
Gm38745			
Gm72604			
Gm72606			
Gm72608			
Gm72610			
1700061D14Rik			
Zer1	ZER1	ortholog_one2one	1
Gm20033			
Gm72354			
Gm72355			
Gm72356			
Gm72358			
Gm30875			
4933417O13Rik			
1700096J18Rik			
Gm72364			
Gm72365			
Gm72366			
Gm72368			
Gm72369			
Gm72372			
Gm72373			
2210402C17Rik			
Gm72374			
Gm72375			
Gm72377			
Chaserr			
Gm12061			
Gm19590			
Gm35602			
Kcnab3os			
Gm72379			
Gm72380			
Gm72623			
Gm72625			
Gm11508			
Gm25866			
Nxt1	NXT1	ortholog_one2one	1
Gm72626			
Gm40289			
Ccdc42os			
Gm72627			
Gzf1	GZF1	ortholog_one2one	1
Gm72628			
1700081B01Rik			
Gm72383			
Gm72384			
Gm72386			
Gm72387			
Gm51871			
Napb	NAPB	ortholog_one2one	1
Gm38610			
Gm72394			
Gm72396			
Gm29681			
4933402J10Rik			
Gm30771			
Gm11529			
Gm72399			
Gm39038			
Gm72400			
Gm32293			
Gm32846			
Gm17234			
Gm72663			
Gm72664			
Kctd18	KCTD18	ortholog_one2one	1
Gm72666			
Cstl1	CSTL1	ortholog_one2one	1
Gm72670			
Gm72672			
Gm72676			
Gm72679			
Gm72409			
Gm72410			
Gm72684			
1700007J10Rik			
Gm72686			
Gm26761			
Gm72690			
Gm72694			
Gm30075			
Gm72696			
Cst11	CST11	ortholog_one2one	1
Gm72697			
Gm72700			
Gm72701			
Cstdc1			
Gm72702			
4930429H19Rik			
Gm57414			
Gm42138			
Cst12			
Gm72706			
Gm46273			
Gm72707			
Gm72709			
Gm72416			
Gm72710			
Gm57389			
Gm72712			
Sgo2a	SGO2	ortholog_one2many	0
Gm72418			
Gm72713			
Cst8	CST8	ortholog_one2one	1
Gm72714			
Gm72716			
Gm31005			
Gm72720			
Gm72722			
Gm72724			
Gm72727			
Gm72731			
Gm72732			
Gm31555			
Gm72424			
Gm72733			
Cst13			
Gm3519			
Gm72427			
Gm70775			
Gm72736			
Gm71066			
Gm26648			
Gm34286			
Cst9	CST9L	ortholog_one2many	0
Gm72740			
Gm57317			
Gm72741			
Cstdc2	CST9L	ortholog_one2many	0
Gm72742			
Gm42234			
Gm57342			
Gm33662			
Gm72744			
Gm72745			
Cst3	CST3	ortholog_one2many	1
Gm72435			
Gm72749			
Gm72750			
Gm29851			
Gm72751			
Gm39094			
Gm72752			
Gm72438			
Gm38221			
Gm71069			
Gm42654			
Gm14129			
Gm72440			
Gm44581			
Gm1330			
Gm34450			
Gm10750			
Gm14135			
Tcf15	TCF15	ortholog_one2one	1
Gm35040			
Gm39671			
Rps15a-ps7			
Gm72443			
Csnk2a1	CSNK2A1	ortholog_one2many	1
Csnk2a1	CSNK2A3	ortholog_one2many	0
Gm72444			
Gm11752			
Gm40457			
Gm72447			
Gm70735			
Gm72450			
Gm36111			
Gm72451			
Gm39819			
Gm72456			
4930441H08Rik			
Gm70786			
Gm72458			
			
Gm71165			
Gm72460			
Gm72462			
Gm47959			
Gm72463			
Gm7553			
Slc19a3	SLC19A3	ortholog_one2one	1
Gm57377			
Gm44970			
A630028G03Rik			
Gm30684			
Gm72467			
Gm46937			
Gm33998			
Gm72471			
Gm7539			
Krtap28-10			
Gm47969			
Gm34902			
Gm72474			
A030005K14Rik			
Gm22000			
Krtap28-13			
Gm29518			
Gm72766			
Gm44777			
Gm72475			
Ccl20	CCL20	ortholog_one2one	1
Gm72767			
Gm72476			
Gm72768			
Gm72769			
Gm11665			
Gm54318			
Tbc1d20	TBC1D20	ortholog_one2one	1
Gm72479			
Gm72480			
4930533N22Rik			
Gm31109			
Gm33938			
Gm72483			
Gm72486			
4933432K03Rik			
Gm42745			
Gm70319			
Gm70450			
Gm72494			
Gm72496			
Gm34097			
Gm29519			
Gm72497			
Daw1	DAW1	ortholog_one2one	1
Gm19619			
			
Rbck1	RBCK1	ortholog_one2one	1
Gm35082			
Gm57310			
Gm16223			
B230209E15Rik			
Gm72792			
Gm6244			
Gm55129			
Gm70742			
Gm70738			
Gm57300			
Gm6374			
Gm37517			
Gm57122			
Gm70882			
Gm72797			
Gm70062			
Gm35620			
Gm70067			
Gm39589			
Gm36017			
Gm70752			
Gm70755			
Gm30360			
Gm69579			
Cep112os1			
Gm69572			
Gm31612			
Trib3	TRIB3	ortholog_one2one	1
Gm72520			
Gm30719			
Myadml2os			
Gm38979			
Gm37108			
Gm72808			
Gm42093			
Gm37275			
Gm44812			
Gm72522			
Gm38753			
Nrsn2	NRSN2	ortholog_one2one	1
Gm37225			
Gm72812			
Gm37489			
Gm57351			
Gm5694			
9530046B11Rik			
Gm72523			
Gm72524			
Pcmtd1	PCMTD1	ortholog_one2one	1
Sox12	SOX12	ortholog_one2one	1
Gm72525			
Gm72817			
Gm72527			
Zcchc3	ZCCHC3	ortholog_one2one	1
Gm72528			
6820408C15Rik	C20orf96	ortholog_one2one	0
Gm44753			
Gm36395			
Gm72822			
Gm42074			
Gm35704			
Gm72530			
Gm72833			
Gm72532			
Gm32474			
Gm72533			
Gm72535			
Gm35723			
Gm26983			
Gm38372			
Gm9826			
Gm32031			
Gm72834			
Gm72536			
Nras-ps2			
Gm72537			
Gm72835			
			
Gm23274			
Gm57277			
Gm72538			
Gm26901			
Gm11659			
Gm27343			
Gm14158			
Defb23	DEFB129	ortholog_one2one	0
4930555O08Rik			
Gm14156			
Defb20	DEFB128	ortholog_one2one	0
Gm72539			
Gm72837			
Gm45027			
Gm54291			
Defb22	DEFB127	ortholog_many2many	0
Defb22	DEFB108B	ortholog_many2many	0
Defb22	DEFB108C	ortholog_many2many	0
Defb22	DEFB104A	ortholog_many2many	0
Defb22	DEFB104B	ortholog_many2many	0
Defb22	DEFB132	ortholog_many2many	0
Defb22	DEFB134	ortholog_many2many	0
Defb22	DEFB121	ortholog_many2many	0
Gm32849			
Gm32556			
Defb26	DEFB125	ortholog_one2one	0
Gm44659			
Defb28	DEFB115	ortholog_one2one	0
Gm72543			
Gm72840			
Defb29	DEFB116	ortholog_one2one	0
4930567K12Rik			
1700112J05Rik			
Gm17416			
Gm11728			
A230057D06Rik			
Defb21	DEFB118	ortholog_one2one	0
Defb19	DEFB119	ortholog_one2one	1
Gm72546			
Gm72547			
Gm72548			
Gm55214			
Defb45			
Gm72550			
Gm72843			
9230009I02Rik			
Defb36	DEFB123	ortholog_one2one	1
Gm57265			
Gm72844			
Gm19002			
Gm72846			
Gm14163			
Defb25	DEFB124	ortholog_one2one	1
Gm18984			
Gm57353			
Gm36182			
Gm30414			
Rem1	REM1	ortholog_one2one	1
Gm72556			
Gm31157			
Gm37791			
Gm72559			
			
Gm7470			
9430073C21Rik			
Gm72850			
Rps2-ps2			
Gm72851			
Gm38216			
Gm72853			
Gm11978			
Gm72854			
Sntg1	SNTG1	ortholog_one2one	1
Gm72855			
Gm72856			
Gm72857			
H13	HM13	ortholog_one2one	1
Gm72858			
Gm36356			
Gm72859			
Gm72860			
Gm72861			
Gm72575			
Gm72862			
Gm72578			
Map2k3os			
Gm72863			
Gm72864			
BC024386			
Gm72582			
Gm72586			
Gm12298			
D130017N08Rik			
Gm38957			
Gm72865			
Gm72599			
Gm72602			
Gm72603			
Gm72607			
Gm72609			
Gm43698			
Gm72611			
Gm72612			
Gm72613			
Gm72867			
Gm12239			
Gm72869			
Gm72870			
Gm43020			
C130046K22Rik			
Gm72871			
Gm38024			
Gm16284			
Gm72872			
Gm38259			
Gm54704			
Gm72873			
Gm37005			
Gm15452			
Gm36964			
Gm54706			
Gm6152			
Gm46260			
Gm7445			
Gm72874			
Gm7493			
Gm46941			
Gm37629			
Gm38008			
Gm72876			
Gm37143			
Gm72877			
Gm6187			
Gm57297			
Gm54314			
Gm18299			
Gm72878			
Gm7512			
Gm72879			
Gm69636			
Gm20548			
Desi2	DESI2	ortholog_one2one	1
Gm40263			
Gm72619			
Mcts2			
Gm72620			
Zfp341	ZNF341	ortholog_one2one	1
Gm72621			
Gm72622			
Gm72624			
1700025D23Rik			
Gm8023			
1700008B11Rik			
4930527J03Rik	C1orf202	ortholog_one2one	0
Gm72884			
B230369F24Rik			
Gm72885			
4732490B19Rik			
Gm72887			
Gm72888			
Gm72889			
Gm72891			
Gm3510			
Gm72894			
Gm72630			
Gm43269			
Chmp4b	CHMP4B	ortholog_one2many	1
Chmp4b	CHMP4BP1	ortholog_one2many	1
Gm72896			
Gm43000			
9330160F10Rik			
Gm72634			
Gm72636			
Gm42750			
Gm72899			
Gm36385			
Gm42225			
Gm14206			
A630023P12Rik			
Rpl5-ps2			
Gm72640			
Gm51919			
Gm14215			
Eif2s2	EIF2S2	ortholog_one2one	1
Gm72642			
Gm12349			
Gm37486			
Gm12121			
Cox20	COX20	ortholog_one2one	1
Spns2os			
Gm72646			
Gm72648			
Gm53683			
Hnrnpu	HNRNPU	ortholog_one2one	1
Gm72650			
Gm33964			
Ptgis	PTGIS	ortholog_one2one	1
Gm72651			
Gm12324			
Gm30337			
Dhx58os			
Gm38948			
2410004I01Rik			
Gm38947			
Gm14291			
Gm72922			
Gm57212			
Gm11473			
Gm52786			
Gm72653			
B4galt5	B4GALT5	ortholog_one2one	1
Gm12292			
Gm15637			
4930478P22Rik			
Gm12068			
Gm72654			
Gm40025			
Slc9a8	SLC9A8	ortholog_one2one	1
Gm10466			
Gm57204			
Gm30423			
Gm57309			
Gm72655			
Gm42151			
Gm72656			
Gm72657			
Gm72936			
Gm72661			
Gm40281			
Gm57224			
Gm38300			
Gm69582			
Gm32506			
Gm71097			
Gm71101			
Gm70639			
Gm69448			
Gm70897			
Gm72943			
Gm72945			
Gm69907			
4930403D09Rik			
Gm32164			
Gm70808			
Gm57287			
Gm72955			
Gm70628			
4930425K10Rik			
Gm69630			
Gm70007			
Gm72675			
Gm32622			
Gm72677			
Gm72680			
Gm40032			
Gm72683			
Gm72956			
Vmn2r-ps54			
Gm69612			
Gm72958			
Speg	SPEG	ortholog_one2one	1
Gm72688			
Gm42096			
Gm72689			
Gm72961			
Gm72691			
Gm72963			
Gm72693			
Gm72695			
Gm72965			
Gm72966			
Gm72967			
Gm72698			
Gm72968			
Gm72699			
4933438B17Rik			
Gm72711			
Gm74407			
Gm72715			
Bmp7	BMP7	ortholog_one2one	1
Gm32046			
Gm72729			
Gm72730			
Spo11	SPO11	ortholog_one2one	1
Gm12162			
Gm11946			
Gm74411			
Gm72737			
Gm74419			
Gm72739			
Gm74422			
Gm74424			
Gm72743			
Gm7596			
Gm32213			
Gm46943			
Gm72990			
Gm33491			
Gm72993			
Gm74426			
Gm72995			
Gm72996			
Gm72997			
Gm72998			
Gm29924			
Gm73000			
1700012M20Rik			
Gm73002			
Gm73003			
1110006O24Rik			
Gm72753			
Gm72754			
Gm43782			
Gm72755			
Gm72756			
Gm42136			
Gm30560			
Gm11592			
Gm73008			
Gm73010			
Gm73011			
Gm72757			
Gm39608			
Gm57404			
Gm73014			
Gm72759			
Gm73015			
Gm72761			
Gm72763			
Rae1	RAE1	ortholog_one2one	1
Gm12037			
			
Gm73016			
Gm73017			
Gm72764			
Dnah2os			
Gm73019			
Gm31752			
Gm11773			
Gm42088			
Gm39601			
Gm72770			
Bloodlinc			
Gm72771			
Gm34253			
Rbm38	RBM38	ortholog_one2one	1
Gm57390			
Gm11690			
Gm72776			
Gm72777			
Gm72778			
Gm72779			
Gm72780			
Gm29903			
Gm72782			
Gm20490			
Gm14453			
Ctcfl	CTCFL	ortholog_one2one	1
Gm74429			
Gm72788			
Gm15178			
Gm74430			
Gm72790			
			
Gmppa	GMPPA	ortholog_one2one	1
Gm38627			
2810433D01Rik			
Gm40262			
1700014B07Rik			
Usp6nl	USP6NL	ortholog_one2one	1
Gm73027			
Gm73029			
Gm72793			
Gm73031			
Gm73033			
Gm72794			
Gm72795			
Gm57307			
Gm12296			
Gm73034			
			
Gm73035			
8430419K02Rik			
Gm73036			
Gm34931			
Gm43449			
Gm73038			
Gm73039			
Gm35763			
Gm73041			
Gm30807			
Gm73043			
Gm74431			
Gm42529			
Gm30149			
Gm72804			
Gm73047			
Gm73049			
Gm73051			
Gm72807			
Gm73052			
9130230L23Rik			
Gm72809			
Gm13388			
			
Gm38386			
Gm16140			
Celf2	CELF2	ortholog_one2one	1
Gm72813			
D030016M11Rik			
Gm73059			
Gm38958			
Gm38562			
Gm72814			
Gm72816			
Gm72818			
Gm11961			
Gm33821			
Gm33277			
Asic4	ASIC4	ortholog_one2one	1
Gm72824			
Gm72826			
Gm72827			
Gm38732			
Gm72828			
Gm73073			
Gm72829			
Gm73074			
Gm72830			
Gm73076			
Gm72832			
Gm73078			
Gm73081			
Gm32483			
Gm28865			
Gm37264			
Gm15182			
Gm73089			
Gm5257			
Gm73091			
Gm29065			
Gm73092			
Gm29068			
Gm52806			
Gm73093			
Apoa2	APOA2	ortholog_one2one	1
Gm46912			
Gm51934			
Gm73095			
Gm73099			
Gm73100			
Gm72836			
Gm73101			
Gm51903			
			
Gm73102			
Gm73103			
Gm12665			
Gm73104			
Gm73105			
Gm73108			
Gm71631			
Gm73109			
Gm26703			
Fcer1g	FCER1G	ortholog_one2one	1
Gm73111			
4932441J04Rik			
Ndufs2	NDUFS2	ortholog_one2one	1
Gm74434			
			
Gm72845			
Gm72847			
Gm72848			
Gm72849			
Gm46003			
Eldr			
Gm74439			
Gm51485			
Gm73126			
4933424C09Rik			
Gm34225			
Gm73129			
Gm26953			
Gm45846			
Gm45847			
Gm38584			
Gm73136			
Gm73137			
Gm35881			
Adamts4	ADAMTS4	ortholog_one2one	1
Gm73138			
Gm36764			
Gm34838			
Gm34549			
Gm73140			
Gm73141			
Gm73145			
Gm73146			
Gm73147			
Gm73148			
Gm73151			
Gm73152			
Gm15461			
Gm73162			
Gm54305			
Gm57119			
Gm71346			
Gm70666			
Gm73166			
Gm70460			
			
Gm70558			
Gm70747			
Gm73167			
Gm73169			
Gm73170			
Gm26641			
Gm73171			
Gm73172			
B930036N10Rik			
Gm9765			
Gm32422			
Gm73173			
Gm73174			
Gm35200			
4930572K03Rik			
Slamf7	SLAMF7	ortholog_one2one	0
Gm72883			
Gm57330			
Gm11423			
Gm72892			
AU040972			
Gm72895			
Gm72897			
Gm37787			
Gm70589			
A630035G10Rik			
Gm73188			
Gm57346			
Gm37981			
Gm13840			
Gm72900			
Cd48	CD48	ortholog_one2one	0
Gm73190			
Gm72901			
Gm73192			
Kdm6bos			
Gm73194			
Gm39605			
Gm10855			
Gm73195			
Gm37340			
Gm72907			
Gm73197			
Gm11496			
Gm10115			
Pitpnm2os2			
Gm44767			
Gm55636			
Gm24340			
Gm28641			
Gm37010			
Tma7-ps			
Gm13210			
Gm13211			
Gm37693			
Gm57345			
Gm19030			
Gm73199			
Gm56305	RNU6-907P	ortholog_one2one	0
Psmc3	PSMC3	ortholog_one2one	1
Gm22950	RNU6-771P	ortholog_one2many	0
Gm22950	RNU6-1323P	ortholog_one2many	0
Gm22950	RNU6-1072P	ortholog_one2many	0
Gm73200			
Slamf1	SLAMF1	ortholog_one2one	1
Reno1			
4930429D17Rik			
Gm37065			
Gm11973			
Gm73216			
Gm30443			
Gm72923			
Gm72925			
Gm70710			
Gm70938			
			
Gm72926			
Gm73224			
Gm69881			
Gm35710			
Gm73226			
1700021F02Rik			
Gm37756			
Gm73229			
Gm36196			
Gm72931			
Gm64269			
Gm71183			
Gm72933			
Gm73231			
Gm72934			
Gm73232			
Gm72935			
Gm73233			
Gm57132			
Gm73234			
Gm69981			
Slc39a13	SLC39A13	ortholog_one2one	1
Gm73235			
Or10aa1			
Gm53671			
Gm73236			
Gm73237			
Gm73238			
4932414J04Rik			
Or10aa3			
Gm73240			
Gm35628			
Gm73241			
Or10aa4-ps1			
Gm73242			
Or6n2	OR6N2	ortholog_one2one	1
Gm73243			
Gm72937			
Gm11707			
2210406O10Rik			
Or6n1	OR6N1	ortholog_one2one	1
Or6h1-ps1			
Or6k14			
Olfr1566-ps1			
Or6k6	OR6K6	ortholog_one2one	1
Gm26542			
Or6k4	OR6K3	ortholog_one2one	1
Gm31129			
Gm72946			
Gm11789			
Or6k3			
Gm73251			
Gm73253			
Or6k8			
Gm52783			
Or6k2	OR6K2	ortholog_one2one	1
Gm73259			
Gm43440			
Gm42884			
Spta1	SPTA1	ortholog_one2one	1
Gm73278			
Gm40329			
Gm34648			
Pacsin3	PACSIN3	ortholog_one2one	1
Gm73288			
Gm73289			
Gm73290			
Gm43645			
Gm73292			
Gm42155			
4930518C09Rik			
Gm16175			
Gm73295			
Gm43132			
Gm57360			
Gm72969			
Gm72970			
Gm20475			
Gm40261			
Gm72972			
Gm57219			
Gm72973			
Gm32988			
Gm12195			
Gm12145			
Gm72975			
Or10z1	OR10Z1	ortholog_one2one	1
Gm72978			
Gm72979			
Gm57209			
Gm72982			
Gm73309			
Mptx1			
Gm72983			
Gm73310			
Slc36a3os			
Gm30205			
Gm31601			
Col4a3	COL4A3	ortholog_one2one	1
Gm73311			
Gm36556			
Gm73312			
Gm72989			
Gm72991			
Gm36084			
Gm72992			
4930566F21Rik			
Gm72994			
Gm44633			
2900041M22Rik			
4933440M02Rik			
Gm10836			
Gm73314			
Gm73005			
Gm73006			
Gm11772			
Gm32185			
Gm73007			
Gm39446			
Gm73009			
Gm73315			
Gm11788			
Gm73316			
Gm73317			
Gm73012			
Gm57254			
Gm73013			
Arfgap2	ARFGAP2	ortholog_one2one	1
Gm73320			
Gm42016			
Gm73321			
Gm35338			
Gm73322			
Gm73323			
Gm73325			
Gm73327			
Gm73328			
Gm36405			
Gm54925			
C430014B12Rik			
Gm36793			
Mff	MFF	ortholog_one2one	1
Gm73331			
4930437M23Rik			
Gm73021			
Gm73022			
B230206L02Rik			
Gm73336			
Gm36619			
Gm27040			
4930458D05Rik			
Gm73342			
1700110I07Rik			
Gm73343			
4833439F03Rik			
Gm73345			
Cstpp1	CSTPP1	ortholog_one2one	1
Gm73347			
Gm52779			
Gm73351			
Gm57301			
Gm42918			
Gm73355			
Gm73356			
Gm73357			
Gm73358			
Gm73359			
Gm73361			
Gm73363			
Gm40328			
Gm42945			
Gm73368			
Gm73369			
Gm40264			
Gm28941			
Tm4sf20	TM4SF20	ortholog_one2one	1
Gm13787			
Gm56105			
Gm14267			
Gm16523			
Gm16523			
Gm14125			
Gm74099			
Gm13547			
Gm47791			
Gm19257			
Ehmt1	EHMT1	ortholog_one2one	1
Gm36999			
Gm73379			
Gm28942			
Gm73381			
Gm17764			
Gm73057			
Gm54947			
Gm12116			
Gm73384			
Agfg1	AGFG1	ortholog_one2one	1
Gm73385			
Gm73060			
Gm73061			
Gm73062			
Gm38730			
Gm73063			
Gm73064			
Gm57334			
Gm73388			
Gm73065			
Gm40303			
Gm73066			
Gm73067			
Gm12043			
Gm73069			
Gm73072			
4930405L22Rik			
Gm73391			
Gm73079			
Gm73082			
Gm54329			
Gm73084			
Rab11fip4os1			
Gm73085			
Gm73400			
Gm11739			
Gm40290			
Gm73403			
Gm73404			
Gm73086			
Gm73405			
Gm73088			
Gm33044			
Gm57373			
Gm73406			
Gm73407			
Gm73094			
Gm73409			
Gm73411			
Gm73097			
Gm73412			
Snhg15			
Gm73413			
Gm15860			
Gm45620			
Gm73415			
A930024E05Rik			
Gm73424			
Gm36851			
Gm33118			
Gm44644			
Gm73427			
Gm15787			
E230029C05Rik			
Gm73120			
Gm73432			
Gm73122			
Gm73123			
Gm73434			
Gm35012			
Gm73435			
Gm73436			
Gm73437			
Gm73438			
Gm73131			
Gm73132			
A030005L19Rik			
A030014E15Rik			
Gm73133			
Gm39672			
Gm6217			
A030003K21Rik			
Gm7544			
Gm5106			
Gm47955			
Gm70608			
Gm70612			
1700027F09Rik			
Gm70443			
Gm73134			
Gm70697			
Gm73135			
Gm70922			
Gm11651			
Gm70571			
Gm46158			
Gm70647			
Gm69560			
Gm32221			
Gm73452			
Gm73453			
Gm53477			
Gm73454			
Gm70637			
Gm73455			
Gm73150			
			
Gm73457			
Gm73458			
Gm73154			
Gm73459			
Gm73155			
Gm73157			
Gm73460			
Gm33714			
Gm73159			
Gm11734			
Gm73461			
Gm30895			
Gm57134			
Gm32670			
Gm71232			
Gm71027			
Gm24517			
Myog	MYOG	ortholog_one2one	1
Ppfia4	PPFIA4	ortholog_one2one	1
Gm73466			
Gm73467			
Gm31034			
Gm73469			
Gm52808			
Gm73471			
Gm30396			
Gm73475			
1700013M08Rik			
4930467D21Rik			
Gm33453			
Gm46280			
Gm12348			
Gm73488			
Ntng2	NTNG2	ortholog_one2one	1
Gm42131			
Gm73490			
Gm73491			
C030013E06Rik			
Gm73186			
Gm73495			
Gm73496			
Gm73187			
Gm73497			
Gm73498			
Gm73189			
Gm43100			
Gm73191			
Tmem183a	TMEM183A	ortholog_one2one	1
Gm73193			
Gm73499			
Gm73500			
Gm73502			
Gm53701			
Gm73503			
Gm6116			
Gm33351			
Gm73207			
Gm73209			
Mgat4f			
4930405N21Rik			
Gm12018			
Gm40308			
Cyb5r1	CYB5R1	ortholog_one2one	1
Gm73210			
Cacnb4	CACNB4	ortholog_one2one	1
Gm73211			
Gm73509			
Gm73212			
4930573I07Rik			
9230020A06Rik			
Gm32002			
Gm57361			
Gm73221			
Gm73223			
Gm73225			
Gm73227			
Gm43353			
Gm73520			
Gm73228			
Gm73522			
Gm35971			
Gm73525			
Gm44787			
Gm73526			
Gm42980			
Gm31954			
Gm73527			
Gm30219			
5930411N13Rik			
Gm42161			
Gm26862			
Fmnl2	FMNL2	ortholog_one2one	1
Uchl1os			
Adipor1	ADIPOR1	ortholog_one2one	1
1700003C15Rik			
Gm17586			
Gm73255			
Gm73258			
Gm73260			
Gm73261			
Gm73263			
Gm42397			
Gm73264			
Gm73267			
Gm73268			
Gm73269			
Gm73270			
Gm73271			
Gm15627			
Gm12089			
Gm73272			
Gm39613			
Platr1			
Gm73277			
Gm37935			
Gm53653			
Gm73557			
Klhl12	KLHL12	ortholog_one2one	1
Gm73559			
Gm73281			
Gm73284			
Gm73561			
Gm31724			
Gm73563			
Gm40340			
1700048F04Rik			
Gm28076			
C78283			
Gm73296			
Gm73297			
Gm39472			
Gm73298			
Gm73299			
Gm40333			
Gm73576			
Gm73578			
Gm73302			
Rabif	RABIF	ortholog_one2one	1
Gm73304			
Gm73306			
Gm73307			
Gm25612			
Gm53670			
Gm15454			
Tuba5-ps			
Gm73308			
Mgat4e			
1700001J04Rik			
Kdm5b	KDM5B	ortholog_one2one	1
Scn9a	SCN9A	ortholog_one2one	1
E130304I02Rik			
D630024D03Rik			
Gm34468			
Gm35625			
Gm73598			
Gm73599			
Gm26756			
Gm73602			
G630030J09Rik			
Gm73605			
Gm33151			
Gm73612			
Gm73615			
Gm73617			
Gm73330			
Gm57200			
9530036O11Rik			
Gm12326			
Abcb11	ABCB11	ortholog_one2one	1
Gm57371			
Gm29202			
Gm26783			
Syt2	SYT2	ortholog_one2one	1
Gm30561			
Gm73339			
Gm44930			
Gm73627			
Gm73628			
Gm73629			
Gm73631			
Gm30802			
Gm19610			
Gm73636			
Gm29683			
Ppp1r12b	PPP1R12B	ortholog_one2one	1
1700081H04Rik			
Gm73344			
Gm73346			
Gm73348			
Gm73349			
Ubr3	UBR3	ortholog_one2one	1
Gm57366			
Gm44992			
Gm73354			
Gm12320			
Gm42851			
Gm26608			
Gm73360			
Gm73362			
Gm73364			
Gm73365			
Gm73367			
Gm57331			
Gm73370			
Gm11615			
Gm51910			
Gm73650			
Gm57386			
1500035N22Rik			
Gm73373			
Gm73376			
Gm57249			
4931418L13Rik			
Gm24596			
Gm25579			
Gm73377			
Cln3	CLN3	ortholog_one2one	1
Gm73380			
Gm73382			
Gm73383			
Gm73656			
Gm73386			
Gm73658			
Gm73387			
Gm11650			
Gm36665			
Prkag2os1			
Gm73389			
Gm37949			
Gm56117			
Gm73390			
Gm37677			
Gm73664			
Gm28892			
Gm73665			
Ube2t	UBE2T	ortholog_one2one	1
Gm73667			
2900005J15Rik			
Gm36220			
Gm73393			
Gm73396			
Gm73399			
Gm73401			
Gm73402			
Gm53660			
Gm73674			
Gm73679			
Gm37218			
Gm73683			
Gm73684			
Gm42232			
Gm70630			
Gm71227			
Cirpil			
Gm70567			
Gm70839			
Gm70771			
Gm69962			
Gm73687			
Gm70490			
Gm35055			
Gm57411			
Gm73416			
Gm68670			
Gm70785			
Gm70030			
Gm16035			
Gm11505			
Gm34102			
Gm51890			
Gm52767			
Gm73418			
Gm73688			
Gm73420			
Gm71347			
Gm73690			
Gm73422			
Gm33765			
Gm33973			
Gm52789			
Mir142hg			
Gm43391			
Gm73425			
Gm39724			
Gm21149			
1700061J23Rik			
Gm69921			
Ttn	TTN	ortholog_one2one	1
Gm34130			
Gm21847			
9930105H17Rik			
Gm21190			
Gm30613			
Gm70725			
Gm70448			
Gm70441			
Gm73699			
Gm70449			
Gm70446			
Gm21083			
Gm70451			
Gm69596			
Gm70693			
Speer4d			
Fam177b			
Gm8214			
Gm34068			
Gm38332			
Gm38108			
Dusp10	DUSP10	ortholog_one2one	1
Speer4c2			
4930553C11Rik			
Speer4cos			
Speer4c1			
1700056E22Rik			
Gm42452			
1700126A01Rik			
Gm42454			
4930519H02Rik			
Mir7059			
Apobr	APOBR	ortholog_one2one	0
BC055402			
Gm73439			
Gm73441			
Gm73442			
Gm42453			
Il27	IL27	ortholog_one2one	1
Gm73444			
Gm42451			
Gm73718			
Gm57303			
Gm5254			
Gm73720			
Gm73447			
			
Gm73448			
4930558J18Rik			
Gm72551			
Rbakdn			
Gm73450			
Gm72552			
Gm11190			
Gm39087			
Nupr1	NUPR1	ortholog_one2one	1
Gm73456			
Gm73464			
Gm29979			
Gm73730			
4930448H16Rik			
2510046G10Rik			
1700066M21Rik	C2orf69	ortholog_one2one	1
Sgf29	SGF29	ortholog_one2one	1
Gm73470			
Gm38735			
Tyw5	TYW5	ortholog_one2one	1
Gm29932			
Gm12092			
BC030343			
0610040B10Rik			
Gm73479			
Gm73481			
Gm57396			
Discn			
Gm73482			
Gm73484			
Gm73743			
Gm73486			
4930448A20Rik			
Gm35148			
Gm15750			
Gm73746			
Gm9967			
Gm6272			
Gm73489			
Gm73749			
Zar1-ps			
Gm73492			
Gm73493			
Gm73494			
			
1700024J04Rik			
Gm15653			
Gm73755			
Gm73501			
Aldoa	ALDOA	ortholog_one2many	1
Cyp3a63-ps			
Gm73504			
Gm31674			
Gm73759			
Maip1	MAIP1	ortholog_one2one	1
Gm73507			
Gm9850			
Gm73762			
Gm73508			
Gm73510			
Gm18345			
Gm73770			
			
Gm22371			
Gm55546			
Gm8581			
